Episode,Hotspots,AverageDelay,DelayedFlights,AverageNonZeroDelay,epsilon,seconds,state,Total_delay
1081,15,13.820999848047409,1344,67.67559523809524,0.04,51.658,[  0  10   0 ...   0   0 100],90974
1082,13,14.060629083725878,1374,67.34570596797671,0.04,51.362,[  0  10   0 ...   0   0 100],92545
1083,13,13.147849870840298,1283,67.44037412314887,0.04,51.452,[  0  10   0 ...   0   0 100],86551
1084,7,13.037684242516335,1327,64.65787490580256,0.04,51.223,[  0 100   0 ...   0   0 100],85815
1085,9,13.486248290533354,1405,63.1693950177936,0.04,51.996,[  0  10   0 ...   0   0 100],88762
1086,10,13.284911107734386,1335,65.48913857677903,0.04,51.262,[  0   0   0 ...   0   0 100],87439
1087,16,14.09086764929342,1349,68.74128984432913,0.04,52.002,[  0  10   0 ...   0   0 100],92751
1088,12,13.920224889834373,1350,67.85851851851852,0.04,51.158,[  0   0   0 ...   0   0 100],91628
1089,17,13.562832396292357,1332,67.00975975975976,0.04,51.353,[  0   0   0 ...   0   0 100],89275
1090,12,13.878589879957453,1335,68.41573033707866,0.04,51.575,[  0  10   0 ...   0   0 100],91354
1091,14,13.729676340981614,1351,66.880088823094,0.04,51.72,[  0  19   0 ...   0   0 100],90372
1092,9,13.205895760522717,1312,66.24085365853658,0.04,52.142,[  0  10   0 ...   0   0 100],86924
1093,9,13.16167755660234,1322,65.5196671709531,0.04,52.102,[  0  10   0 ...   0   0 100],86637
1094,13,13.778301170034949,1334,67.97226386806597,0.04,52.261,[  0  10   0 ...   0   0 100],90685
1095,14,13.746543078559489,1352,66.91272189349112,0.04,51.564,[  0   0   0 ...   0   0 100],90488
1096,12,13.340373803373348,1334,65.81184407796101,0.04,50.585,[  0   0   0 ...   0   0 100],87816
1097,8,13.08524540343413,1313,65.58568164508759,0.04,50.914,[  0  61   0 ...   0   0 100],86130
1098,11,13.172162285366966,1304,66.47699386503068,0.04,50.339,[  0   0   0 ...   0   0 100],86719
1099,9,13.413766904725726,1336,66.07485029940119,0.04,52.759,[  0  86   0 ...   0   0 100],88312
1100,13,14.865370004558578,1383,70.73680404916847,0.04,52.992,[  0  91   0 ...   0   0 100],97859
1101,13,13.676037076432154,1349,66.7175685693106,0.04,52.13,[  0   0   0 ...   0   0 100],90065
1102,17,14.294332168363471,1298,72.47380585516179,0.04,51.294,[  0  10   0 ...   0   0 100],94107
1103,19,14.717368181127489,1371,70.64551422319475,0.04,51.85,[  0  10   0 ...   0   0 100],96881
1104,12,14.980702020969458,1442,68.36893203883496,0.04,52.282,[  0  10   0 ...   0   0 100],98601
1105,11,13.908980398115787,1320,69.34469696969697,0.04,51.316,[  0   0   0 ...   0   0 100],91563
1106,11,13.811730740009118,1323,68.70370370370371,0.04,50.645,[  0  19   0 ...   0   0 100],90913
1107,14,14.871144203008662,1433,68.29518492672715,0.04,52.953,[  0   0   0 ...   0   0 100],97884
1108,16,14.091475459656587,1334,69.51724137931035,0.04,51.837,[  0 100   0 ...   0   0 100],92745
1109,14,13.746695031150281,1308,69.16437308868501,0.04,52.412,[  0   0   0 ...   0   0 100],90488
1110,7,13.806868257103783,1324,68.62764350453172,0.04,51.133,[  0  19   0 ...   0   0 100],90887
1111,8,13.438079319252394,1348,65.6053412462908,0.04,51.941,[  0   0   0 ...   0   0 100],88475
1112,11,14.653244187813403,1426,67.62482468443197,0.04,51.003,[  0 100   0 ...   0   0 100],96447
1113,14,15.224737881780884,1469,68.20558202859088,0.04,51.456,[  0   0   0 ...   0   0 100],100227
1114,13,13.977055158790458,1413,65.09766454352442,0.04,51.226,[  0  19   0 ...   0   0 100],92014
1115,13,14.039203768424251,1379,66.99927483683828,0.04,53.004,[  0  10   0 ...   0   0 100],92424
1116,15,14.55310743048169,1378,69.5021770682148,0.04,52.154,[  0 100   0 ...   0   0 100],95792
1117,17,14.042850630603251,1396,66.20057306590257,0.04,52.48,[  0  17   0 ...   0   0 100],92431
1118,16,13.405257559641392,1320,66.83333333333333,0.04,51.589,[  0  10   0 ...   0   0 100],88255
1119,16,15.28612672846072,1525,65.96590163934427,0.04,51.87,[  0  10   0 ...   0   0 100],100637
1120,8,13.538823886947272,1335,66.74082397003745,0.04,50.54,[  0  38   0 ...   0   0 100],89132
1121,13,13.020209694575293,1287,66.57808857808858,0.04,50.74,[  0   0   0 ...   0   0 100],85714
1122,12,14.444917185838019,1460,65.1109589041096,0.04,52.314,[  0  19   0 ...   0   0 100],95083
1123,14,14.795015955022032,1425,68.32701754385965,0.04,52.342,[  0  19   0 ...   0   0 100],97378
1124,10,13.70110925391278,1362,66.20190895741557,0.04,51.768,[  0  19   0 ...   0   0 100],90180
1125,14,13.88466798358912,1368,66.79459064327486,0.04,51.239,[  0 100   0 ...   0   0 100],91392
1126,11,13.519373955325939,1309,67.96867838044308,0.04,51.458,[  0   0   0 ...   0   0 100],88995
1127,14,14.62300562224586,1362,70.65638766519824,0.04,51.197,[  0   0   0 ...   0   0 100],96262
1128,20,14.063668135541711,1339,69.1209858103062,0.04,52.222,[  0   0   0 ...   0   0 100],92576
1129,7,13.523780580458897,1348,66.02373887240356,0.04,52.009,[  0   0   0 ...   0   0 100],89024
1130,13,13.611913083118067,1328,67.45481927710843,0.04,53.799,[  0  10   0 ...   0   0 100],89605
1131,14,13.297827077951679,1300,67.31769230769231,0.04,51.689,[  0  91   0 ...   0   0 100],87521
1132,12,12.396140404193892,1274,64.0337519623234,0.04,51.311,[  0  31   0 ...   0   0 100],81607
1133,14,13.700349490958821,1340,67.28507462686566,0.04,50.629,[  0  19   0 ...   0   0 100],90195
1134,13,13.411639568454643,1313,67.22162985529322,0.04,51.395,[  0   0   0 ...   0   0 100],88285
1135,11,12.73666616015803,1251,67.00239808153478,0.04,51.395,[  0  10   0 ...   0   0 100],83852
1136,8,13.33232031606139,1292,67.91021671826626,0.04,50.843,[  0   0   0 ...   0   0 100],87756
1137,16,13.399027503418933,1331,66.25018782870022,0.04,52.923,[  0  53   0 ...   0   0 100],88199
1138,9,14.682722990426987,1399,69.0686204431737,0.04,52.269,[  0   0   0 ...   0   0 100],96676
1139,7,13.325786354657346,1293,67.82443928847641,0.04,51.174,[  0  93   0 ...   0   0 100],87731
1140,14,13.37243580003039,1276,68.96865203761756,0.04,51.846,[  0   0   0 ...   0   0 100],88033
1141,13,14.495365445980854,1337,71.3492894540015,0.04,51.079,[  0  10   0 ...   0   0 100],95419
1142,16,14.465278833004103,1361,69.94562821454812,0.04,51.627,[  0   0   0 ...   0   0 100],95219
1143,16,14.039203768424251,1329,69.51993980436418,0.04,51.058,[  0   0   0 ...   0   0 100],92401
1144,13,14.618447044522108,1378,69.81422351233672,0.04,52.688,[  0 100   0 ...   0   0 100],96213
1145,15,13.48047409208327,1323,67.05593348450492,0.04,52.208,[  0   0   0 ...   0   0 100],88743
1146,12,14.329129311654764,1376,68.53197674418605,0.04,52.006,[  0  19   0 ...   0   0 100],94310
1147,14,13.543686369852606,1326,67.21794871794872,0.04,51.476,[  0  10   0 ...   0   0 100],89149
1148,16,13.933596717824038,1324,69.25755287009063,0.04,51.476,[  0  19   0 ...   0   0 100],91711
1149,16,14.319404345844097,1382,68.18813314037627,0.04,51.602,[  0  10   0 ...   0   0 100],94239
1150,13,13.976903206199665,1332,69.05555555555556,0.04,50.844,[  0   0   0 ...   0   0 100],91993
1151,16,15.275490047105302,1465,68.619795221843,0.04,51.732,[  0   0   0 ...   0   0 100],100531
1152,19,14.581218659778148,1415,67.81554770318021,0.04,53.098,[  0   0   0 ...   0   0 100],95968
1153,17,14.971736818112749,1418,69.48448519040903,0.04,53.009,[  0  10   0 ...   0   0 100],98549
1154,12,13.236438231271844,1283,67.89477786438036,0.04,52.591,[  0  10   0 ...   0   0 100],87124
1155,20,15.066403282175962,1372,72.26822157434403,0.04,52.047,[  0   0   0 ...   0   0 100],99164
1156,15,14.369852605986932,1372,68.92711370262391,0.04,51.783,[  0   0   0 ...   0   0 100],94571
1157,8,13.572253456921441,1395,64.02795698924731,0.04,51.153,[  0  19   0 ...   0   0 100],89328
1158,14,13.925999088284454,1372,66.79810495626822,0.04,51.19,[  0   0   0 ...   0   0 100],91659
1159,19,15.11259686977663,1454,68.40165061898212,0.04,52.266,[  0   0   0 ...   0   0 100],99469
1160,12,14.962619662665249,1424,69.14957865168539,0.04,52.594,[  0   0   0 ...   0   0 100],98481
1161,18,14.300410271995137,1403,67.0784034212402,0.04,52.27,[  0  10   0 ...   0   0 100],94129
1162,17,14.599604923263941,1425,67.42456140350878,0.04,53.017,[  0  10   0 ...   0   0 100],96091
1163,20,16.17413766904726,1462,72.80574555403557,0.04,52.776,[  0   0   0 ...   0   0 100],106451
1164,15,14.51314389910348,1388,68.81195965417868,0.04,51.734,[  0   0   0 ...   0   0 100],95515
1165,11,14.81279440814466,1371,71.10357403355215,0.04,51.908,[  0  24   0 ...   0   0 100],97490
1166,12,14.386415438383224,1368,69.20833333333333,0.04,51.719,[  0  10   0 ...   0   0 100],94692
1167,17,14.431545357848352,1387,68.47440519105984,0.04,52.686,[  0  10   0 ...   0   0 100],94986
1168,17,14.4233399179456,1413,67.17622080679405,0.04,52.18,[  0   0   0 ...   0   0 100],94954
1169,8,13.423036012764017,1336,66.12050898203593,0.04,50.943,[  0  10   0 ...   0   0 100],88380
1170,13,13.949095882084789,1339,68.5578790141897,0.04,51.422,[  0  19   0 ...   0   0 100],91832
1171,15,15.063060325178544,1415,70.0565371024735,0.04,52.479,[  0   0   0 ...   0   0 100],99153
1172,22,15.611305272754901,1407,73.01918976545842,0.04,51.954,[  0  10   0 ...   0   0 100],102772
1173,16,14.949399787266373,1357,72.49963154016213,0.04,51.48,[  0   0   0 ...   0   0 100],98411
1174,15,14.693359671782403,1369,70.63330898466033,0.04,53.67,[  0   0   0 ...   0   0 100],96714
1175,13,15.111837106822671,1418,70.13469675599436,0.04,52.343,[  0   0   0 ...   0   0 100],99464
1176,13,14.567239021425316,1391,68.9194823867721,0.04,52.577,[  0 100   0 ...   0   0 100],95876
1177,16,15.11442030086613,1458,68.22222222222223,0.04,52.118,[  0  10   0 ...   0   0 100],99480
1178,12,14.73848959124753,1465,66.2075085324232,0.04,51.568,[  0  10   0 ...   0   0 100],97004
1179,12,14.667831636529403,1424,67.7872191011236,0.04,52.693,[  0   0   0 ...   0   0 100],96539
1180,10,14.80018234310895,1403,69.42266571632217,0.04,52.246,[  0  10   0 ...   0   0 100],97414
1181,16,14.538975839538065,1337,71.56394913986537,0.04,52.661,[  0  19   0 ...   0   0 100],95684
1182,15,14.7810363166692,1421,68.45460942997889,0.04,52.822,[  0  19   0 ...   0   0 100],97294
1183,18,15.385199817656892,1398,72.42489270386267,0.04,52.598,[  0  10   0 ...   0   0 100],101257
1184,14,15.514815377602188,1459,69.98149417409185,0.04,53.102,[  0  10   0 ...   0   0 100],102114
1185,15,14.087676644886795,1327,69.86510926902788,0.04,51.524,[  0   0   0 ...   0   0 100],92722
1186,15,14.487311958668895,1376,69.28851744186046,0.04,51.625,[  0  10   0 ...   0   0 100],95371
1187,18,14.737881780884365,1424,68.11095505617978,0.04,51.702,[  0  19   0 ...   0   0 100],97011
1188,13,14.155143595198298,1462,63.71751025991792,0.04,52.357,[  0  19   0 ...   0   0 100],93161
1189,20,15.158182647014131,1507,66.1950895819509,0.04,53.97,[  0  20   0 ...   0   0 100],99768
1190,10,14.04072329433217,1403,65.86029935851747,0.04,52.456,[  0   0   0 ...   0   0 100],92408
1191,13,14.274882236742137,1411,66.57902197023388,0.04,52.291,[  0  10   0 ...   0   0 100],93943
1192,19,14.201944993162133,1407,66.4271499644634,0.04,52.001,[  0   0   0 ...   0   0 100],93469
1193,15,15.612976751253608,1534,66.98109517601043,0.04,52.484,[  0   0   0 ...   0   0 100],102770
1194,20,15.24707491262726,1446,69.39211618257261,0.04,52.954,[  0  10   0 ...   0   0 100],100353
1195,24,14.854885275793952,1482,65.96491228070175,0.04,52.529,[  0   0   0 ...   0   0 100],97772
1196,13,14.531986020361646,1481,64.57461174881837,0.04,53.676,[  0  10   0 ...   0   0 100],95649
1197,12,14.110165628323962,1432,64.84567039106145,0.04,52.421,[  0   0   0 ...   0   0 100],92875
1198,14,14.2153168211518,1407,66.48969438521678,0.04,52.635,[  0  10   0 ...   0   0 100],93564
1199,9,14.178848199361799,1389,67.1785457163427,0.04,51.551,[  0   0   0 ...   0   0 100],93323
1200,15,15.054702932685002,1426,69.47755960729313,0.04,52.032,[  0  10   0 ...   0   0 100],99110
1201,14,14.058349794864002,1408,65.70880681818181,0.04,52.554,[  0   0   0 ...   0   0 100],92534
1202,18,13.199209846527884,1334,65.11544227886057,0.04,51.59,[  0   0   0 ...   0   0 100],86881
1203,20,14.705515879045738,1477,65.52268111035883,0.04,52.989,[  0  29   0 ...   0   0 100],96796
1204,10,13.658714481081903,1400,64.20571428571428,0.04,52.995,[  0   0   0 ...   0   0 100],89908
1205,6,13.27883300410272,1400,62.42,0.04,51.826,[  0  10   0 ...   0   0 100],87402
1206,11,13.280048624829053,1333,65.56339084771193,0.04,51.328,[  0   0   0 ...   0   0 100],87404
1207,15,13.980853973560249,1407,65.39303482587064,0.04,52.057,[  0 100   0 ...   0   0 100],92031
1208,17,13.574228840601732,1363,65.54071900220103,0.04,51.545,[  0   0   0 ...   0   0 100],89352
1209,11,13.194651268804133,1309,66.33613445378151,0.04,51.03,[  0  10   0 ...   0   0 100],86863
1210,12,13.911867497340829,1368,66.92543859649123,0.04,51.978,[  0 100   0 ...   0   0 100],91573
1211,12,13.80018234310895,1340,67.77537313432836,0.04,52.478,[  0  89   0 ...   0   0 100],90826
1212,8,13.045585777237502,1282,66.96801872074883,0.04,51.896,[  0  20   0 ...   0   0 100],85876
1213,6,13.151040875246922,1327,65.22004521477015,0.04,50.971,[  0  10   0 ...   0   0 100],86570
1214,20,14.072481385807627,1407,65.82160625444207,0.04,52.343,[  0   0   0 ...   0   0 100],92623
1215,15,13.856860659474243,1379,66.12907904278462,0.04,51.713,[  0   0   0 ...   0   0 100],91196
1216,13,13.79106518766145,1370,66.24744525547445,0.04,52.227,[  0  47   0 ...   0   0 100],90763
1217,7,13.20787114420301,1366,63.63177159590044,0.04,51.283,[  0   0   0 ...   0   0 100],86934
1218,14,14.026895608570126,1398,66.0307582260372,0.04,52.838,[  0   0   0 ...   0   0 100],92321
1219,11,14.076736058349795,1406,65.88833570412518,0.04,51.798,[  0  10   0 ...   0   0 100],92643
1220,14,13.151800638200882,1359,63.68800588668138,0.04,52.77,[  0  10   0 ...   0   0 100],86563
1221,10,13.903054247074913,1412,64.79886685552408,0.04,51.579,[  0  19   0 ...   0   0 100],91506
1222,16,13.21151800638201,1374,63.27874818049491,0.04,52.226,[  0  10   0 ...   0   0 100],86955
1223,16,15.573621030238565,1512,67.78439153439153,0.04,51.485,[  0  29   0 ...   0   0 100],102500
1224,11,15.361343260902599,1514,66.77212681638045,0.04,51.115,[  0  10   0 ...   0   0 100],101104
1225,16,15.761890290229449,1474,70.37245590230665,0.04,53.362,[  0  19   0 ...   0   0 100],103740
1226,13,14.347515575140557,1386,68.12481962481962,0.04,52.89,[  0  19   0 ...   0   0 100],94429
1227,14,14.400395076736059,1384,68.47471098265896,0.04,52.098,[  0 100   0 ...   0   0 100],94792
1228,13,15.292204832092388,1460,68.93013698630136,0.04,52.337,[  0   0   0 ...   0   0 100],100656
1229,10,14.217596110013675,1378,67.89985486211901,0.04,51.965,[  0  57   0 ...   0   0 100],93581
1230,9,14.157574836650966,1359,68.55849889624724,0.04,51.01,[  0  10   0 ...   0   0 100],93179
1231,14,13.85549308615712,1317,69.23538344722854,0.04,51.14,[  0  10   0 ...   0   0 100],91191
1232,12,14.446588664336726,1426,66.6711079943899,0.04,51.319,[  0  20   0 ...   0   0 100],95084
1233,10,13.415438383224433,1387,63.65320836337419,0.04,52.085,[  0  19   0 ...   0   0 100],88292
1234,8,13.982221546877375,1402,65.63266761768901,0.04,51.91,[  0  10   0 ...   0   0 100],92021
1235,16,15.361951071265764,1465,69.00819112627987,0.04,52.642,[  0   0   0 ...   0   0 100],101104
1236,11,15.11168515423188,1496,66.47727272727273,0.04,51.538,[  0  10   0 ...   0   0 100],99470
1237,9,14.100288709922504,1402,66.18687589158345,0.04,51.914,[  0  19   0 ...   0   0 100],92802
1238,17,14.48047409208327,1390,68.55827338129497,0.04,52.533,[  0  19   0 ...   0   0 100],95319
1239,17,13.941650205135998,1374,66.77583697234353,0.04,52.12,[  0  10   0 ...   0   0 100],91755
1240,15,14.341133566327306,1430,65.9993006993007,0.04,53.325,[  0  10   0 ...   0   0 100],94387
1241,13,14.16441270323659,1399,66.63045032165833,0.04,51.599,[  0  20   0 ...   0   0 100],93235
1242,13,14.547485184622397,1436,66.66922005571031,0.04,53.087,[  0   0   0 ...   0   0 100],95745
1243,15,14.897432001215622,1412,69.43342776203966,0.04,53.218,[  0  10   0 ...   0   0 100],98044
1244,11,13.345844096641848,1292,67.97910216718266,0.04,51.069,[  0  47   0 ...   0   0 100],87848
1245,14,14.065947424403586,1390,66.59568345323741,0.04,51.62,[  0  20   0 ...   0   0 100],92576
1246,13,14.669199209846528,1406,68.66145092460881,0.04,51.817,[  0   0   0 ...   0   0 100],96539
1247,19,15.475307703996354,1454,70.0433287482806,0.04,52.871,[  0   0   0 ...   0   0 100],101851
1248,12,15.177176720863091,1438,69.45827538247566,0.04,51.43,[  0  10   0 ...   0   0 100],99889
1249,16,14.261054550980095,1348,69.62314540059347,0.04,51.704,[  0  10   0 ...   0   0 100],93864
1250,16,14.25421668439447,1408,66.62428977272727,0.04,51.634,[  0   0   0 ...   0   0 100],93808
1251,11,14.079167299802462,1426,64.97545582047685,0.04,52.168,[  0  10   0 ...   0   0 100],92666
1252,14,14.125056982221547,1374,67.65429403202329,0.04,52.688,[  0   0   0 ...   0   0 100],92960
1253,14,13.824798662817201,1372,66.31268221574344,0.04,51.276,[  0  10   0 ...   0   0 100],90998
1254,16,15.623461480018234,1529,67.24525833878351,0.04,52.108,[  0  10   0 ...   0   0 100],102824
1255,17,14.166540039507673,1421,65.60872624912034,0.04,53.031,[  0  10   0 ...   0   0 100],93230
1256,6,13.305120802309679,1355,64.62066420664206,0.04,52.002,[  0  29   0 ...   0   0 100],87565
1257,14,14.308615711897888,1429,65.89573128061582,0.04,52.796,[  0   0   0 ...   0   0 100],94172
1258,9,13.257559641391886,1327,65.74830444611906,0.04,50.675,[  0   0   0 ...   0   0 100],87262
1259,10,13.520741528643063,1392,63.922413793103445,0.04,50.849,[  0  10   0 ...   0   0 100],88991
1260,23,14.95015955022033,1486,66.2092866756393,0.04,52.057,[  0  20   0 ...   0   0 100],98396
1261,13,14.123689408904422,1389,66.91720662347012,0.04,51.798,[  0  30   0 ...   0   0 100],92974
1262,16,13.925087372739705,1393,65.78679109834889,0.04,52.877,[  0   0   0 ...   0   0 100],91650
1263,15,14.684242516334903,1445,66.87681660899653,0.04,53.214,[  0  19   0 ...   0   0 100],96649
1264,14,13.490958820847895,1413,62.83368719037509,0.04,51.817,[  0   0   0 ...   0   0 100],88791
1265,9,13.240540951223219,1349,64.59303187546331,0.04,51.196,[  0  33   0 ...   0   0 100],87147
1266,17,15.039507673605835,1456,67.97733516483517,0.04,51.72,[  0  19   0 ...   0   0 100],98989
1267,12,14.494605683026895,1485,64.23501683501684,0.04,51.479,[  0   0   0 ...   0   0 100],95408
1268,4,13.170338854277466,1390,62.35539568345324,0.04,50.707,[  0  80   0 ...   0   0 100],86683
1269,20,14.823127184318492,1428,68.31302521008404,0.04,51.943,[  0   0   0 ...   0   0 100],97555
1270,13,14.798055006837867,1442,67.53536754507628,0.04,52.485,[  0   0   0 ...   0   0 100],97392
1271,11,13.618143139340527,1327,67.53654860587793,0.04,51.397,[  0   0   0 ...   0   0 100],89633
1272,13,14.781340221850783,1416,68.69774011299435,0.04,52.115,[  0   0   0 ...   0   0 100],97280
1273,12,13.74395988451603,1384,65.35332369942196,0.04,51.237,[  0  10   0 ...   0   0 100],90450
1274,13,14.357544446132806,1400,67.49071428571429,0.04,51.509,[  0  20   0 ...   0   0 100],94499
1275,14,14.598693207719192,1393,68.96913137114142,0.04,52.461,[  0  10   0 ...   0   0 100],96080
1276,13,13.790609329889074,1360,66.73235294117647,0.04,51.507,[  0  20   0 ...   0   0 100],90758
1277,11,13.951375170946665,1387,66.19610670511896,0.04,52.478,[  0   0   0 ...   0   0 100],91822
1278,15,15.60857012612065,1516,67.75725593667546,0.04,52.441,[  0   0   0 ...   0   0 100],102721
1279,12,14.03722838474396,1367,67.57790782735918,0.04,52.288,[  0   0   0 ...   0   0 100],92385
1280,10,15.262270171706428,1462,68.70109439124487,0.04,51.814,[  0  20   0 ...   0   0 100],100453
1281,11,13.723750189940738,1354,66.70310192023634,0.04,52.447,[  0   0   0 ...   0   0 100],90322
1282,11,12.880261358456162,1321,64.1672975018925,0.04,51.047,[  0   0   0 ...   0   0 100],84769
1283,12,14.951071265765082,1468,67.02520435967303,0.04,52.286,[  0  20   0 ...   0   0 100],98398
1284,10,13.182950919313175,1306,66.42955589586524,0.04,51.849,[  0  10   0 ...   0   0 100],86757
1285,13,14.299346603859595,1410,66.7404255319149,0.04,52.588,[  0  20   0 ...   0   0 100],94110
1286,11,14.68469837410728,1426,67.76998597475456,0.04,51.876,[  0   0   0 ...   0   0 100],96640
1287,13,14.481081902446437,1390,68.56115107913669,0.04,51.717,[  0   0   0 ...   0   0 100],95305
1288,16,14.630147394013068,1453,66.26359256710255,0.04,51.702,[  0  20   0 ...   0   0 100],96285
1289,11,13.631059109557818,1369,65.52666179693206,0.04,50.953,[  0   0   0 ...   0   0 100],89706
1290,8,14.0200577419845,1384,66.66618497109826,0.04,51.435,[  0  10   0 ...   0   0 100],92267
1291,10,13.349339006230057,1347,65.22048997772829,0.04,51.321,[  0  10   0 ...   0   0 100],87856
1292,9,13.32882540647318,1344,65.265625,0.04,52.019,[  0  93   0 ...   0   0 100],87724
1293,9,13.963531378209998,1394,65.92109038737446,0.04,51.438,[  0  20   0 ...   0   0 100],91895
1294,17,14.522868864914146,1403,68.12188168210976,0.04,52.154,[  0  20   0 ...   0   0 100],95577
1295,6,13.48047409208327,1313,67.56664127951257,0.04,50.688,[  0  10   0 ...   0   0 100],88725
1296,14,15.59033581522565,1466,69.98635743519782,0.04,52.079,[  0   0   0 ...   0   0 100],102606
1297,13,14.617231423795776,1404,68.51566951566952,0.04,51.817,[  0   0   0 ...   0   0 100],96200
1298,3,13.349339006230057,1320,66.55454545454545,0.04,51.324,[  0   0   0 ...   0   0 100],87855
1299,14,14.339462087828597,1330,70.95338345864661,0.04,51.069,[  0   0   0 ...   0   0 100],94372
1300,9,12.972040723294333,1314,64.96879756468797,0.04,52.502,[  0   0   0 ...   0   0 100],85370
1301,15,13.536240692903814,1309,68.05347593582887,0.04,51.834,[  0  10   0 ...   0   0 100],89083
1302,13,13.704604163500989,1341,67.2557792692021,0.04,51.826,[  0   0   0 ...   0   0 100],90190
1303,9,14.660537912171403,1447,66.67657221838286,0.04,51.771,[  0   0   0 ...   0   0 100],96481
1304,12,13.58851238413615,1335,66.98576779026217,0.04,51.209,[  0  20   0 ...   0   0 100],89427
1305,14,13.931773286734538,1361,67.36590742101396,0.04,51.236,[  0   0   0 ...   0   0 100],91685
1306,6,13.5620726333384,1378,64.76923076923077,0.04,51.111,[  0  10   0 ...   0   0 100],89255
1307,11,13.330496884971888,1379,63.61711385061639,0.04,52.363,[  0   0   0 ...   0   0 100],87730
1308,14,13.54946056830269,1362,65.46916299559471,0.04,51.668,[  0   0   0 ...   0   0 100],89170
1309,12,15.04269867801246,1456,67.99175824175825,0.04,52.784,[  0  20   0 ...   0   0 100],98997
1310,11,14.115180063820087,1379,67.36185641769399,0.04,51.552,[  0   0   0 ...   0   0 100],92898
1311,14,14.076432153168211,1413,65.56050955414013,0.04,51.886,[  0 100   0 ...   0   0 100],92649
1312,13,14.067466950311502,1423,65.05832747716093,0.04,51.452,[  0   0   0 ...   0   0 100],92578
1313,14,14.234462847591551,1444,64.87326869806094,0.04,51.177,[  0 100   0 ...   0   0 100],93683
1314,7,14.193283695487008,1367,68.32918800292612,0.04,50.98,[  0  10   0 ...   0   0 100],93406
1315,5,13.795167907612825,1353,67.09977827050997,0.04,52.198,[  0   0   0 ...   0   0 100],90786
1316,12,12.93739553259383,1304,65.29217791411043,0.04,51.331,[  0  10   0 ...   0   0 100],85142
1317,11,12.89104999240237,1270,66.8,0.04,51.571,[  0   0   0 ...   0   0 100],84839
1318,14,13.972040723294333,1361,67.56061719324026,0.04,51.504,[  0   0   0 ...   0   0 100],91950
1319,9,13.766752773134781,1375,65.89018181818182,0.04,51.857,[  0  10   0 ...   0   0 100],90603
1320,14,14.196626652484424,1379,67.75054387237128,0.04,51.543,[  0  10   0 ...   0   0 100],93434
1321,12,14.222154687737426,1428,65.54341736694678,0.04,51.504,[  0  30   0 ...   0   0 100],93600
1322,14,14.401306792280808,1388,68.28170028818444,0.04,51.953,[  0  10   0 ...   0   0 100],94778
1323,11,13.402218507825559,1382,63.8205499276411,0.04,52.519,[  0  10   0 ...   0   0 100],88204
1324,9,13.2153168211518,1380,63.02173913043478,0.04,52.481,[  0  10   0 ...   0   0 100],86970
1325,15,13.829661145722534,1381,65.90369297610427,0.04,52.472,[  0   0   0 ...   0   0 100],91016
1326,13,13.872207871144203,1410,64.7468085106383,0.04,51.46,[  0  10   0 ...   0   0 100],91296
1327,13,13.710834219723447,1374,65.67030567685589,0.04,51.755,[  0  10   0 ...   0   0 100],90235
1328,13,14.001367573317125,1405,65.58220640569395,0.04,50.746,[  0  10   0 ...   0   0 100],92143
1329,14,13.616927518614192,1332,67.27702702702703,0.04,51.563,[  0  10   0 ...   0   0 100],89613
1330,12,13.071873575444462,1353,63.581670362158164,0.04,52.531,[  0  10   0 ...   0   0 100],86026
1331,14,13.730740009117156,1415,63.86007067137809,0.04,51.927,[  0   0   0 ...   0   0 100],90363
1332,11,14.312262574076888,1461,64.46885694729637,0.04,52.425,[  0  10   0 ...   0   0 100],94193
1333,12,13.254672542166844,1394,62.574605451936876,0.04,51.655,[  0  20   0 ...   0   0 100],87229
1334,14,13.849566935116243,1376,66.23837209302326,0.04,51.71,[  0  10   0 ...   0   0 100],91144
1335,12,13.698678012460112,1411,63.89156626506024,0.04,51.497,[  0  10   0 ...   0   0 100],90152
1336,19,15.258167451755053,1549,64.8250484183344,0.04,52.622,[  0   0   0 ...   0   0 100],100414
1337,15,14.071113812490504,1417,65.35074100211715,0.04,53.299,[  0  10   0 ...   0   0 100],92602
1338,10,13.457529250873728,1389,63.76097912167027,0.04,51.613,[  0   0   0 ...   0   0 100],88564
1339,15,13.508889226561314,1351,65.80458919319022,0.04,51.897,[  0  10   0 ...   0   0 100],88902
1340,17,14.263029934660386,1412,66.47662889518413,0.04,51.799,[  0  10   0 ...   0   0 100],93865
1341,12,13.523628627868105,1323,67.27059712773999,0.04,50.833,[  0  10   0 ...   0   0 100],88999
1342,9,13.878741832548245,1376,66.37790697674419,0.04,52.4,[  0   0   0 ...   0   0 100],91337
1343,10,13.642607506457985,1351,66.4559585492228,0.04,50.728,[  0  20   0 ...   0   0 100],89782
1344,14,12.95183102871904,1295,65.81930501930502,0.04,52.463,[  0  10   0 ...   0   0 100],85239
1345,10,13.776325786354658,1385,65.45992779783394,0.04,52.27,[  0  10   0 ...   0   0 100],90666
1346,13,13.956389606442789,1375,66.79781818181819,0.04,52.23,[  0  20   0 ...   0   0 100],91849
1347,12,13.71569670262878,1345,67.11003717472119,0.04,51.804,[  0   0   0 ...   0   0 100],90263
1348,11,13.856708706883452,1379,66.12835387962292,0.04,52.294,[  0   0   0 ...   0   0 100],91194
