Episode,Hotspots,AverageDelay,DelayedFlights,AverageNonZeroDelay,epsilon,seconds,state,Total_delay
539,58,36.779364838170494,3170,76.35488958990537,0.476,53.301,[ 1 20  0 ...  0  0 77],242155
540,59,33.94666464063212,3008,74.26961436170212,0.468,52.423,[ 0 10  0 ...  0  0 76],223489
541,60,35.069442333991795,3073,75.10315652456883,0.468,54.766,[  0   0   0 ...   0   0 100],230873
542,59,34.84698374107278,3070,74.69967426710097,0.468,53.206,[28 10  0 ...  0  0 91],229481
543,60,37.270019753836806,3243,75.631822386679,0.468,53.69,[  0  10   0 ...   0   0 100],245389
544,67,35.659626196626654,3041,77.1706675435712,0.468,55.418,[  0   2   0 ...   0   0 100],234805
545,68,34.61373651420757,3108,73.29247104247104,0.468,53.937,[  0  12   0 ...   0   0 100],227910
546,59,37.48305728612673,3173,77.74219981090451,0.468,53.709,[  0  20   0 ...   0   0 100],246809
547,57,36.457225345692144,3148,76.21505717916138,0.468,52.424,[  0   4   0 ...   0   0 100],240075
548,65,34.80550068378666,2986,76.70964501004688,0.468,55.715,[ 0 10  0 ...  0  0 91],229167
549,65,37.864610241604616,3198,77.9196372732958,0.468,56.094,[ 0 20  0 ...  0  0 74],249363
550,56,32.94225801549916,3019,71.80953958264325,0.46,53.787,[12 23  0 ...  0  0 64],216913
551,61,35.106062908372586,3025,76.37454545454545,0.46,53.974,[  0  10   0 ...   0   0 100],231125
552,55,34.681507369700654,3027,75.401057152296,0.46,52.867,[ 0 10  0 ...  0  0 79],228355
553,73,36.686369852605985,3177,75.99401951526598,0.46,55.899,[  0  20   0 ...   0   0 100],241482
554,49,33.87144810819024,3131,71.19386777387416,0.46,51.332,[ 0 40  0 ...  0  0 68],222954
555,65,36.737881780884365,3182,75.9811439346323,0.46,55.146,[ 0 77  0 ...  0  0 79],241797
556,65,35.77480626044674,3206,73.43543356207111,0.46,55.707,[  0 100   0 ...   0   0 100],235475
557,57,34.420908676492935,3105,72.95458937198067,0.46,52.653,[ 0 10  0 ...  0  0 94],226571
558,58,35.62391733779061,3087,75.94460641399417,0.46,54.14,[  0   4   0 ...   0   0 100],234511
559,65,38.064731803677255,3259,76.86529610309911,0.46,56.379,[ 0 20  0 ...  0  0 89],250599
560,68,36.15347211669959,3064,77.65208877284596,0.452,55.905,[  0   4   0 ...   0   0 100],238036
561,66,38.27776933596718,3307,76.17357121257938,0.452,55.847,[  0  10   0 ...   0   0 100],251968
562,69,39.47059717368181,3300,78.7139393939394,0.452,57.257,[  0 100   0 ...   0   0 100],259803
563,57,34.89272147090108,3146,72.9907819453274,0.452,54.302,[  0  78   0 ...   0   0 100],229718
564,67,34.7609785746847,3075,74.39414634146341,0.452,55.168,[ 0 10  0 ...  0  0 89],228855
565,64,36.93192523932533,3188,76.23870765370138,0.452,54.615,[  0  30   0 ...   0   0 100],243072
566,63,34.645190700501445,2943,77.47196738022426,0.452,53.786,[ 0  0  0 ...  0  0 89],228093
567,65,36.610849414982525,3184,75.67085427135679,0.452,55.105,[  0  10   0 ...   0   0 100],241019
568,62,34.382008813250266,3034,74.57745550428477,0.452,53.876,[  0  10   0 ...   0   0 100],226366
569,62,34.925847135693665,3084,74.52885862516213,0.452,54.127,[ 0 10  0 ...  0  0 90],229951
570,69,37.927822519373954,3226,77.37228766274023,0.444,57.084,[  0  10   0 ...   0   0 100],249685
571,57,36.25072177480626,3215,74.20404354587869,0.444,53.745,[  0   0   0 ...   0   0 100],238675
572,74,36.628172010332776,3260,73.94171779141104,0.444,55.544,[ 0 57  0 ...  0  0 72],241177
573,67,36.920680747606745,3200,75.9296875,0.444,55.038,[ 0 10  0 ...  0  0 80],243055
574,64,37.37896976143443,3232,76.11107673267327,0.444,54.938,[  0  39   0 ...   0   0 100],246129
575,64,37.1113812490503,3167,77.11714556362489,0.444,54.337,[  0  36   0 ...   0   0 100],244339
576,65,37.427442637896974,3227,76.32785869228385,0.444,54.913,[  2  20   0 ...   0   0 100],246379
577,63,39.13660537912171,3257,79.07829290758366,0.444,55.541,[  7  10   0 ...   0   0 100],257644
578,71,38.55690624525148,3224,78.70440446650124,0.444,55.938,[  0  10   0 ...   0   0 100],253823
579,70,35.561768728156814,3043,76.90831416365428,0.444,54.851,[  0  10   0 ...   0   0 100],234117
580,65,36.07810363166692,3105,76.4669887278583,0.436,54.064,[ 0 10  0 ...  0  0 87],237495
581,58,33.440358608114266,3102,70.94487427466152,0.436,52.055,[18 30  0 ...  0  0 80],220131
582,64,32.56875854733323,2929,73.17685216797541,0.436,53.357,[  0  20   0 ...   0   0 100],214420
583,62,34.1861419237198,3003,74.91808191808192,0.436,53.116,[ 0 10  0 ...  0  0 92],225088
584,71,34.85139036620574,2960,77.48547297297297,0.436,55.68,[ 0 20  0 ...  0  0 95],229459
585,63,36.50782555842577,3157,76.10326259106746,0.436,54.528,[  0  20   0 ...   0   0 100],240389
586,58,35.7700957301322,3145,74.84992050874403,0.436,53.413,[31 10  0 ...  0  0 90],235485
587,64,33.24677100744568,2931,74.64926646195838,0.436,53.54,[ 0 20  0 ...  0  0 67],218928
588,61,34.12900774958213,2988,75.16834002677376,0.436,53.34,[ 0 30  0 ...  0  0 92],224714
589,65,34.086612976751255,2963,75.70840364495444,0.436,53.544,[20 20  0 ...  0  0 87],224464
590,67,37.11214101200425,3173,76.97289631263789,0.428,54.626,[ 21   7   0 ...   0   0 100],244322
591,49,32.76356176872816,3000,71.87233333333333,0.428,51.217,[ 22  10   0 ...   0   0 100],215709
592,60,31.13918857316517,2854,71.80343377715486,0.428,52.581,[  0   1   0 ...   0   0 100],205030
593,71,35.32624221242972,3079,75.50568366352712,0.428,55.305,[ 0 10  0 ...  0  0 84],232560
594,67,34.19951375170947,2922,77.02498288843258,0.428,54.194,[  0  20   0 ...   0   0 100],225166
595,60,32.98632426682875,2923,74.26719124187478,0.428,52.955,[  0   0   0 ...   0   0 100],217255
596,65,35.18112748822367,2972,77.90275908479138,0.428,54.619,[  0  30   0 ...   0   0 100],231697
597,65,35.03677252697158,2959,77.92396079756675,0.428,53.987,[  0   3   0 ...   0   0 100],230754
598,60,33.95547789089804,3007,74.31360159627536,0.428,52.878,[ 0  0  0 ...  0  0 95],223577
599,58,32.540799270627566,2883,74.28061047519944,0.428,52.758,[  0  30   0 ...   0   0 100],214321
600,61,32.64579851086461,2932,73.27489768076398,0.42,53.635,[  0   4   0 ...   0   0 100],214979
601,59,32.932988907460874,2895,74.86424870466321,0.42,53.221,[ 0 10  0 ...  0  0 85],216848
602,65,32.97021729220483,2924,74.20554035567716,0.42,53.345,[  0   4   0 ...   0   0 100],217124
603,63,34.289317732867346,3012,74.91965471447543,0.42,53.202,[ 10  10   0 ...   0   0 100],225785
604,55,32.47758699285823,2830,75.52473498233215,0.42,52.346,[  0  22   0 ...   0   0 100],213818
605,62,34.93861115332017,2945,78.07504244482173,0.42,53.621,[  0  40   0 ...   0   0 100],230038
606,61,32.601124449171856,2874,74.65135699373695,0.42,52.531,[ 0 41  0 ...  0  0 91],214660
607,59,32.59443853517703,2883,74.40305237599722,0.42,52.936,[  0  20   0 ...   0   0 100],214612
608,62,32.6714784987084,2934,73.28254942058624,0.42,52.266,[  0   4   0 ...   0   0 100],215123
609,48,30.761738337638658,2862,70.73480083857443,0.42,50.026,[ 0 20  0 ...  0  0 83],202582
610,53,31.087828597477586,2895,70.66977547495682,0.412,51.636,[ 0  2  0 ...  0  0 93],204700
611,58,32.00425467254217,2881,73.10656022214509,0.412,52.026,[  0   0   0 ...   0   0 100],210826
612,56,30.7828597477587,2857,70.90724536226811,0.412,51.767,[  0   2   0 ...   0   0 100],202706
613,58,32.583649901230814,2929,73.21031068624104,0.412,52.475,[ 0 10  0 ...  0  0 79],214511
614,53,28.5967178240389,2769,67.96496930299747,0.412,51.287,[  0   2   0 ...   0   0 100],188276
615,46,28.304209086764928,2845,65.47275922671353,0.412,50.518,[  0   6   0 ...   0   0 100],186389
616,62,31.46695031150281,2821,73.40801134349522,0.412,53.014,[ 0  6  0 ...  0  0 89],207124
617,58,31.460568302689563,2916,71.00205761316873,0.412,51.672,[  0   5   0 ...   0   0 100],207093
618,57,31.908828445524996,2827,74.28086310576583,0.412,51.641,[  0   4   0 ...   0   0 100],210184
619,58,31.961707947120498,2833,74.24638192728557,0.412,51.629,[  0  24   0 ...   0   0 100],210547
620,57,33.42683482753381,2915,75.46552315608919,0.404,52.335,[ 0 14  0 ...  0  0 93],220133
621,65,33.05363926454946,2846,76.43218552354182,0.404,53.15,[ 0  4  0 ...  0  0 89],217665
622,66,34.47819480322139,3011,75.35735636001328,0.404,54.904,[  0  20   0 ...   0   0 100],226961
623,69,32.647166084181734,2822,76.1343019135365,0.404,54.33,[ 0 30  0 ...  0  0 89],214918
624,53,30.111077343868715,2708,73.1761447562777,0.404,50.972,[ 0 20  0 ...  0  0 91],198222
625,60,30.73575444461328,2728,74.1466275659824,0.404,52.105,[ 0 16  0 ...  0  0 93],202324
626,66,31.63774502355265,2796,74.46638054363376,0.404,53.718,[ 0 37  0 ...  0  0 82],208246
627,62,31.238261662361342,2846,72.23436401967673,0.404,52.122,[  0  32   0 ...   0   0 100],205692
628,57,32.91277921288558,2953,73.34879783271249,0.404,51.665,[  0  20   0 ...   0   0 100],216704
629,52,32.24433976599301,2913,72.84586337109509,0.404,51.409,[ 0 44  0 ...  0  0 79],212257
630,59,31.526059869320772,2977,69.69197178367484,0.396,52.652,[ 0 20  0 ...  0  0 91],207525
631,58,31.973256344020665,2932,71.76534788540246,0.396,52.575,[ 0  0  0 ...  0  0 76],210535
632,54,30.863090715696703,2804,72.4358059914408,0.396,51.964,[ 0  2  0 ...  0  0 91],203273
633,63,34.76614496277161,3063,74.69670257917075,0.396,52.722,[ 18  13   0 ...   0   0 100],228955
634,62,32.81948032213949,2909,74.24716397387418,0.396,52.874,[ 0  0  0 ...  0  0 69],216116
635,58,30.63212277769336,2731,73.81545221530575,0.396,52.018,[ 0 10  0 ...  0  0 72],201659
636,55,32.459200729372434,2981,71.65850385776585,0.396,51.658,[ 18  30   0 ...   0   0 100],213716
637,60,30.754140708099072,2837,71.34050052872753,0.396,51.544,[ 0 20  0 ...  0  0 64],202571
638,55,31.59504634554019,2902,71.64955203308064,0.396,51.87,[ 0  6  0 ...  0  0 87],207993
639,55,33.06062908372588,3023,71.97221303341053,0.396,52.826,[ 15  20   0 ...   0   0 100],217656
640,54,31.023856556754293,2806,72.76122594440484,0.388,51.626,[ 0 30  0 ...  0  0 80],204223
641,61,31.767360583497947,2857,73.17500875043753,0.388,52.858,[ 0  2  0 ...  0  0 72],209196
642,59,31.420148913538977,2803,73.76953264359615,0.388,52.729,[ 0 10  0 ...  0  0 80],206882
643,50,31.518766144962772,2849,72.80624780624781,0.388,50.794,[ 0 10  0 ...  0  0 83],207582
644,59,31.58744871600061,2850,72.93929824561404,0.388,51.463,[ 0 15  0 ...  0  0 64],207984
645,51,28.51770247682723,2642,71.03520060560182,0.388,50.868,[  0  10   0 ...   0   0 100],187829
646,61,31.773894544901992,2778,75.27141828653707,0.388,52.437,[ 0 39  0 ...  0  0 92],209285
647,56,32.96991338702325,2929,74.07818368043701,0.388,52.152,[ 0 12  0 ...  0  0 82],217083
648,65,34.352530010636684,2993,75.53424657534246,0.388,54.267,[ 0 20  0 ...  0  0 90],226201
649,65,37.72040723294332,3280,75.68231707317074,0.388,54.264,[22 39  0 ...  0  0 97],248342
650,57,30.589879957453274,2782,72.36232925952552,0.38,51.099,[ 0  0  0 ...  0  0 91],201375
651,46,29.330192979790304,2772,69.63275613275613,0.38,50.034,[  0  11   0 ...   0   0 100],193132
652,52,29.897735906397205,2784,70.67420977011494,0.38,51.353,[ 0 10  0 ...  0  0 64],196888
653,61,29.32517854429418,2751,70.1523082515449,0.38,52.669,[  0  20   0 ...   0   0 100],193136
654,38,27.12186597781492,2735,65.26106032906765,0.38,48.987,[  0  10   0 ...   0   0 100],178587
655,53,29.507065795471814,2877,67.49600278067432,0.38,50.624,[ 0 34  0 ...  0  0 89],194327
656,50,29.835283391581825,2774,70.78082191780823,0.38,50.971,[  0  16   0 ...   0   0 100],196399
657,56,31.229296459504635,2824,72.77620396600567,0.38,51.555,[ 0 20  0 ...  0  0 67],205579
658,57,30.81917641695791,2819,71.94785384888259,0.38,51.277,[  0   2   0 ...   0   0 100],202883
659,57,29.55204376234615,2673,72.75794986906098,0.38,51.566,[ 0 20  0 ...  0  0 91],194603
660,53,29.76447348427291,2752,71.17732558139535,0.372,51.125,[  0  10   0 ...   0   0 100],195947
661,52,29.848047409208327,2687,73.10383327130629,0.372,51.865,[  0   0   0 ...   0   0 100],196478
662,58,31.123689408904422,2813,72.8137220049769,0.372,52.266,[  0   0   0 ...   0   0 100],204946
663,61,31.723750189940738,2850,73.2540350877193,0.372,52.712,[ 0 20  0 ...  0  0 93],208853
664,61,30.602947880261357,2736,73.61038011695906,0.372,51.912,[ 0 32  0 ...  0  0 96],201466
665,59,30.82191156359216,2856,71.0220588235294,0.372,51.537,[ 0 16  0 ...  0  0 72],202938
666,58,31.01717064275946,2787,73.24147829207033,0.372,52.577,[ 0 16  0 ...  0  0 96],204267
667,63,32.97599149065491,2927,74.14246668944311,0.372,53.708,[ 0  0  0 ...  0  0 75],217193
668,55,30.730740009117156,2744,73.70225947521865,0.372,51.928,[ 0  6  0 ...  0  0 77],202370
669,69,33.22337030846376,2946,74.21690427698574,0.372,54.695,[ 0 10  0 ...  0  0 83],218847
670,46,30.559185534113357,2762,72.81317885590153,0.364,50.446,[  0  10   0 ...   0   0 100],201277
671,66,33.639872359823734,2902,76.28669882839421,0.364,53.675,[ 0 10  0 ...  0  0 73],221512
672,64,33.115787874183255,2948,73.9263907734057,0.364,53.119,[ 0 39  0 ...  0  0 93],218109
673,59,30.48776781644127,2672,75.08982035928143,0.364,52.099,[  0  20   0 ...   0   0 100],200809
674,54,30.996960948184167,2780,73.37805755395684,0.364,51.559,[ 0  4  0 ...  0  0 78],204230
675,58,30.21364534265309,2851,69.74254647492108,0.364,51.241,[ 0 39  0 ...  0  0 96],198878
676,52,28.617839234158943,2708,69.54726735598227,0.364,51.96,[ 0 20  0 ...  0  0 91],188476
677,62,30.34234918705364,2736,72.98355263157895,0.364,52.534,[ 0 56  0 ...  0  0 75],199788
678,54,30.51405561464823,2880,69.72673611111111,0.364,51.517,[ 0  0  0 ...  0  0 94],200920
679,61,31.521197386415437,2856,72.63340336134453,0.364,52.654,[ 0 10  0 ...  0  0 67],207492
680,59,30.68561008965203,2834,71.25688073394495,0.356,51.81,[ 0 19  0 ...  0  0 87],202006
681,59,30.295699741680597,2718,73.35393671817513,0.356,52.021,[  0  18   0 ...   0   0 100],199440
682,60,31.580914754596566,2887,71.98960859023208,0.356,51.877,[ 0 72  0 ...  0  0 68],207899
683,45,28.840601732259536,2698,70.3484062268347,0.356,49.902,[  0   8   0 ...   0   0 100],189939
684,64,31.71949551739857,2824,73.9185552407932,0.356,53.359,[  0   0   0 ...   0   0 100],208801
685,68,34.65218051967786,2949,77.32994235334012,0.356,55.85,[ 0 18  0 ...  0  0 94],228110
686,68,31.479866281720103,2838,72.99823819591262,0.356,53.755,[  0  42   0 ...   0   0 100],207259
687,68,33.065643519222,2874,75.71503131524008,0.356,53.454,[ 0  1  0 ...  0  0 93],217684
688,58,31.368636985260597,2810,73.46512455516014,0.356,52.207,[  0   1   0 ...   0   0 100],206553
689,65,32.61753532897736,2846,75.42375263527758,0.356,52.683,[ 0 18  0 ...  0  0 86],214715
690,63,30.21805196778605,2635,75.47058823529412,0.348,52.164,[  0  18   0 ...   0   0 100],198930
691,61,31.242060477131137,2773,74.14496934727731,0.348,52.736,[  0   8   0 ...   0   0 100],205741
692,70,33.69579091323507,2886,76.83714483714483,0.348,55.843,[  0   8   0 ...   0   0 100],221847
693,71,34.449931621334144,2886,78.55682605682605,0.348,55.511,[  0  18   0 ...   0   0 100],226800
694,66,33.52119738641544,2865,76.99930191972076,0.348,54.4,[ 0  3  0 ...  0  0 74],220732
695,58,30.653092235222612,2736,73.73099415204679,0.348,51.876,[  0  43   0 ...   0   0 100],201809
696,51,29.112292964595046,2678,71.54144884241971,0.348,51.524,[  0   8   0 ...   0   0 100],191730
697,58,30.153168211518008,2670,74.32134831460674,0.348,51.994,[ 0 18  0 ...  0  0 77],198572
698,56,30.638808691688194,2716,74.23932253313697,0.348,51.651,[  0  28   0 ...   0   0 100],201773
699,56,27.914146786202704,2549,72.06865437426441,0.348,51.26,[  0  74   0 ...   0   0 100],183768
700,58,32.05576660082055,2790,75.61254480286739,0.34,52.955,[  0   2   0 ...   0   0 100],211072
701,55,28.233095274274426,2579,72.04420317952695,0.34,53.1,[  0   1   0 ...   0   0 100],185933
702,56,29.78027655371524,2793,70.16970998925886,0.34,51.755,[  0   0   0 ...   0   0 100],196034
703,61,32.7117459352682,2898,74.28433402346445,0.34,53.669,[ 0 19  0 ...  0  0 97],215349
704,63,33.418477435040266,2882,76.31054823039555,0.34,53.934,[ 0 48  0 ...  0  0 75],220011
705,61,34.3613432609026,2886,78.35481635481635,0.34,53.204,[  0   0   0 ...   0   0 100],226236
706,60,32.02704756116092,2818,74.79418026969482,0.34,53.045,[ 0  8  0 ...  0  0 77],210819
707,54,30.562528491110772,2708,74.27326440177252,0.34,53.746,[ 0  8  0 ...  0  0 73],201222
708,59,29.01352378058046,2695,70.84897959183674,0.34,52.444,[  0  62   0 ...   0   0 100],191021
709,65,33.198753988755506,2842,76.87579169598874,0.34,53.505,[ 0  3  0 ...  0  0 90],218581
710,66,34.10788633946209,2952,76.03794037940379,0.332,54.614,[  0  20   0 ...   0   0 100],224535
711,57,31.390214253153015,2815,73.38507992895204,0.332,51.864,[ 0  3  0 ...  0  0 70],206660
712,56,30.030390518158335,2739,72.15407082876962,0.332,53.143,[  0   8   0 ...   0   0 100],197735
713,61,30.299498556450388,2684,74.2924739195231,0.332,53.316,[  0  71   0 ...   0   0 100],199478
714,53,28.699133870232487,2662,70.95003756574005,0.332,51.448,[ 0 69  0 ...  0  0 65],188974
715,57,30.673453882388696,2745,73.53806921675775,0.332,52.344,[  0  14   0 ...   0   0 100],202021
716,54,30.198450083573924,2808,70.77492877492878,0.332,51.903,[ 0 42  0 ...  0  0 97],198820
717,59,31.61191308311807,2849,73.02141102141103,0.332,52.975,[ 0 37  0 ...  0  0 84],208120
718,63,30.235982373499468,2702,73.64285714285714,0.332,52.235,[ 0 33  0 ...  0  0 89],198999
719,58,31.20604771311351,2857,71.88204410220511,0.332,51.592,[ 0 27  0 ...  0  0 75],205394
720,53,28.162741224737882,2652,69.88650075414782,0.324,50.815,[  0  17   0 ...   0   0 100],185353
721,56,27.483513143899103,2597,69.64536003080478,0.324,52.329,[ 0  0  0 ...  0  0 81],180929
722,46,27.016562832396293,2590,68.64710424710425,0.324,50.561,[  0  38   0 ...   0   0 100],177891
723,52,27.261206503570886,2535,70.7715976331361,0.324,54.231,[  0  54   0 ...   0   0 100],179450
724,42,25.125816745175506,2440,67.76762295081967,0.324,50.763,[  0  17   0 ...   0   0 100],165477
725,53,28.767816441270323,2721,69.57772877618523,0.324,51.332,[  0   7   0 ...   0   0 100],189387
726,52,27.67664488679532,2644,68.88804841149773,0.324,51.12,[ 0  7  0 ...  0  0 72],182218
727,54,27.390214253153015,2548,70.74372056514913,0.324,50.757,[  0   2   0 ...   0   0 100],180366
728,59,31.02567998784379,2809,72.687789248843,0.324,52.262,[  0  14   0 ...   0   0 100],204362
729,57,29.10970977055159,2708,70.74261447562778,0.324,51.458,[  0   8   0 ...   0   0 100],191705
730,55,27.508281416198145,2524,71.7242472266244,0.316,51.873,[  0  28   0 ...   0   0 100],181106
731,49,25.13994833611913,2433,68.00082203041512,0.316,52.156,[  0  18   0 ...   0   0 100],165499
732,54,27.407536848503266,2659,67.83339601353893,0.316,51.909,[  0  18   0 ...   0   0 100],180414
733,51,28.904117915210453,2758,68.96954314720813,0.316,52.047,[  0  18   0 ...   0   0 100],190288
734,53,27.318492630299346,2609,68.90877730931392,0.316,51.113,[ 0 17  0 ...  0  0 91],179877
735,58,27.822519373955327,2644,69.25113464447806,0.316,51.379,[  0   1   0 ...   0   0 100],183187
736,47,25.946056830268954,2554,66.85630383711825,0.316,49.936,[ 0 17  0 ...  0  0 95],170804
737,63,28.463759307096186,2572,72.83048211508553,0.316,52.356,[ 0 59  0 ...  0  0 92],187352
738,54,29.95836499012308,2830,69.66643109540637,0.316,51.971,[ 0  2  0 ...  0  0 88],197185
739,56,29.04604163500988,2714,70.43183492999263,0.316,53.058,[  0   2   0 ...   0   0 100],191207
740,61,30.048017018690167,2668,74.11769115442279,0.308,53.565,[  0  28   0 ...   0   0 100],197845
741,59,31.290077495821304,2798,73.59542530378842,0.308,53.77,[  0  24   0 ...   0   0 100],206041
742,50,28.645342653092236,2621,71.92483784814956,0.308,51.73,[  0  28   0 ...   0   0 100],188567
743,54,28.429873879349643,2669,70.10003746721618,0.308,51.74,[  0   0   0 ...   0   0 100],187168
744,56,29.17444157422884,2738,70.12308254200146,0.308,51.427,[  0  34   0 ...   0   0 100],192046
745,52,27.323962923567848,2554,70.40681284259985,0.308,51.072,[ 0 27  0 ...  0  0 86],179881
746,58,28.489439294939977,2645,70.88431001890359,0.308,51.798,[  0  17   0 ...   0   0 100],187522
747,51,26.637289165780278,2497,70.20424509411293,0.308,51.771,[  0   0   0 ...   0   0 100],175380
748,49,27.010180823583042,2590,68.63088803088803,0.308,51.532,[  0  16   0 ...   0   0 100],177770
749,40,25.70855493086157,2535,66.74082840236686,0.308,50.857,[ 0 54  0 ...  0  0 69],169261
750,60,28.389454490199057,2612,71.52794793261869,0.3,52.457,[  0   7   0 ...   0   0 100],186910
751,50,27.221091019601886,2522,71.03172085646312,0.3,51.35,[  0   0   0 ...   0   0 100],179264
752,54,26.88922656131287,2592,68.27083333333333,0.3,51.224,[  0   6   0 ...   0   0 100],177028
753,60,28.53046649445373,2601,72.18723567858515,0.3,51.728,[  0   3   0 ...   0   0 100],187823
754,58,30.07628020057742,2744,72.13265306122449,0.3,52.495,[ 0 24  0 ...  0  0 95],198046
755,56,28.278529098921137,2650,70.22679245283018,0.3,52.346,[  0   0   0 ...   0   0 100],186117
756,58,29.5948943929494,2676,72.78176382660688,0.3,52.716,[  0  50   0 ...   0   0 100],194813
757,49,27.484576812034646,2527,71.57736446379106,0.3,52.262,[  0  19   0 ...   0   0 100],180895
758,50,28.11533201641088,2588,71.49420401854714,0.3,52.544,[  0   0   0 ...   0   0 100],185074
759,58,27.395836499012308,2582,69.82649109217661,0.3,52.506,[  0   2   0 ...   0   0 100],180312
760,51,28.159246315149673,2596,71.38520801232666,0.292,51.366,[ 0 43  0 ...  0  0 80],185342
761,57,28.86567390974016,2722,69.7887582659809,0.292,51.474,[  0  11   0 ...   0   0 100],190018
762,56,27.351770247682722,2506,71.82841181165203,0.292,52.022,[  0  14   0 ...   0   0 100],180058
763,60,29.37243580003039,2628,73.55403348554033,0.292,52.948,[  0   4   0 ...   0   0 100],193379
764,59,28.75854733323203,2608,72.56901840490798,0.292,52.264,[  0  40   0 ...   0   0 100],189300
765,56,28.81735298586841,2615,72.52275334608031,0.292,51.821,[  0  13   0 ...   0   0 100],189694
766,55,30.269411943473635,2712,73.45243362831859,0.292,51.736,[ 0  0  0 ...  0  0 80],199256
767,60,30.247530770399635,2726,73.02237710931769,0.292,52.779,[  0   8   0 ...   0   0 100],199087
768,60,30.918857316517247,2664,76.38025525525525,0.292,53.347,[  0  10   0 ...   0   0 100],203569
769,56,29.239173377906095,2636,72.99810318664643,0.292,52.068,[  0  51   0 ...   0   0 100],192466
770,55,28.323051208023095,2591,71.93901968351987,0.284,52.463,[  0  20   0 ...   0   0 100],186498
771,52,28.81294636073545,2581,73.46687330492057,0.284,51.434,[  0  20   0 ...   0   0 100],189725
772,63,30.047713113508586,2603,75.96772954283519,0.284,53.87,[  0  10   0 ...   0   0 100],197775
773,56,30.709010788633947,2714,74.46425939572586,0.284,52.922,[ 0 64  0 ...  0  0 94],202150
774,58,30.54414222762498,2678,75.06011949215832,0.284,52.922,[  0  20   0 ...   0   0 100],201060
775,58,30.829661145722536,2688,75.47991071428571,0.284,53.091,[  0  20   0 ...   0   0 100],202929
776,59,31.40237046041635,2777,74.41807706157724,0.284,53.51,[  0  10   0 ...   0   0 100],206746
777,66,32.12277769335967,2753,76.7889575009081,0.284,55.007,[  0   0   0 ...   0   0 100],211484
778,63,31.325634402066555,2635,78.23681214421252,0.284,55.079,[  0  10   0 ...   0   0 100],206274
779,63,32.20711138124905,2804,75.59022824536376,0.284,54.159,[  0  10   0 ...   0   0 100],212049
780,67,33.706275641999696,2841,78.07849348820838,0.276,54.122,[ 0  0  0 ...  0  0 71],221872
781,58,29.741528643063365,2664,73.47184684684684,0.276,51.333,[ 0 10  0 ...  0  0 89],195766
782,68,31.33171250569822,2663,77.42921517085993,0.276,54.187,[  0   0   0 ...   0   0 100],206239
783,61,30.80853973560249,2616,77.50420489296636,0.276,53.82,[  0  20   0 ...   0   0 100],202772
784,63,32.85306184470445,2771,78.02453987730061,0.276,54.804,[  0  36   0 ...   0   0 100],216249
785,60,30.50873727397052,2664,75.36711711711712,0.276,54.137,[  0  20   0 ...   0   0 100],200825
786,63,33.52636377450236,2831,77.93606499470152,0.276,55.478,[  0  20   0 ...   0   0 100],220683
787,70,31.915210454338247,2690,78.07955390334573,0.276,55.184,[ 0 39  0 ...  0  0 97],210095
788,60,30.49399787266373,2614,76.7716143840857,0.276,54.828,[  0   0   0 ...   0   0 100],200756
789,60,30.316669199209848,2592,76.9729938271605,0.276,53.971,[ 0 10  0 ...  0  0 92],199580
790,64,31.648837562680445,2611,79.77058598238223,0.268,54.877,[  0  49   0 ...   0   0 100],208324
791,66,32.701565111685156,2828,76.09936350777934,0.268,53.929,[  0  10   0 ...   0   0 100],215281
792,66,33.99787266372892,2841,78.75395987328406,0.268,56.318,[  0  20   0 ...   0   0 100],223833
793,62,32.645342653092236,2790,77.00322580645161,0.268,55.078,[  0  10   0 ...   0   0 100],214918
794,61,32.05272754900471,2775,76.01405405405406,0.268,54.708,[ 0  0  0 ...  0  0 98],211022
795,61,33.198602036164715,2836,77.03808180535967,0.268,54.285,[  0   0   0 ...   0   0 100],218581
796,61,31.975231727700958,2792,75.368553008596,0.268,53.417,[  0  20   0 ...   0   0 100],210518
797,66,32.38884667983589,2749,77.53765005456529,0.268,53.83,[  0  10   0 ...   0   0 100],213214
798,65,34.76371372131895,2896,78.9986187845304,0.268,55.132,[  0  64   0 ...   0   0 100],228849
799,58,30.304664944537304,2599,76.73528280107733,0.268,52.237,[ 0 10  0 ...  0  0 94],199526
800,57,31.83300410271995,2787,75.16792249730894,0.26,52.478,[  0  10   0 ...   0   0 100],209578
801,59,29.76189029022945,2593,75.53528731199383,0.26,53.886,[  0  37   0 ...   0   0 100],195878
802,65,34.25512839993922,2879,78.30253560263981,0.26,54.871,[  0 100   0 ...   0   0 100],225465
803,57,29.717216228536696,2627,74.4457556147697,0.26,53.052,[  0  30   0 ...   0   0 100],195631
804,64,31.131287038444004,2661,76.99173243141676,0.26,54.133,[  0  10   0 ...   0   0 100],204894
805,62,29.23051208023097,2559,75.17233294255568,0.26,53.356,[ 0 10  0 ...  0  0 70],192430
806,59,29.237501899407384,2575,74.72310679611651,0.26,53.066,[  0  30   0 ...   0   0 100],192458
807,57,30.05622245859292,2639,74.95263357332323,0.26,53.388,[  0  30   0 ...   0   0 100],197867
808,58,33.157270931469384,2857,76.37661883094155,0.26,54.382,[  0   0   0 ...   0   0 100],218249
809,52,26.64671022640936,2419,72.49359239355105,0.26,52.364,[  0  20   0 ...   0   0 100],175427
